equity
1000000.0
996677.3140163386
996650.2633584951
997783.4351599201
999446.336996142
998316.1439520777
998003.1902086234
998053.460754184
998150.5381773143
996255.2859304473
997255.3498116822
994980.7688111436
997407.7888220422
997086.3165250978
998468.7623932565
994842.3927821707
997505.3091971048
996890.1540549273
996685.1479920438
995710.7399866993
997108.6118268816
996939.2146097507
996445.3817287909
