equity
1000000.0
999280.2669066499
1001012.6949091445
1001313.3541165454
1000645.4552772959
999453.4280344865
1000411.1267536992
1000405.4410187169
1000703.8075573215
1000048.4490063749
999746.8621430491
1000051.5584632697
1000486.8742971128
1001844.4058752586
1000595.9781031521
1001128.6898907817
1000355.7523322017
999569.3752682634
1001299.8860432638
1000335.14211487
1000633.4050482735
1000451.6751128985
999584.9568505511
999103.9804058515
