equity
1000000.0
996694.2550558413
999797.5485701463
1001405.8492466285
1007478.3917070751
1009705.8420573414
1007724.1081831747
1006230.965452002
1004695.8922909534
1002435.5352355217
1005650.8790493225
1005978.1224152998
1007898.1767418503
1007532.1108700817
1008802.7488949964
1008031.7919741779
1009913.6536306542
1010306.7875165255
1009978.4722622648
1008307.134651465
1008379.1677579506
1006986.2844606577
1006212.9072417532
