equity
1000000.0
1002665.035777128
1004180.3657423264
1007958.4567953497
1010578.4900479674
1014861.7991178324
1017675.2603938939
1020341.6707169992
1021823.3096709176
1026561.0912991987
1029331.1174089597
1032611.3204402311
1033771.7121288547
1034676.3711736049
1035261.0399002155
1035743.9671935944
1038442.0533535357
1041179.8348229977
1043978.0177422366
1044899.9749569732
1048874.5658400836
1049947.374767655
1053074.6490728788
1055142.0919888092
