equity
1000000.0
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
999422.43602678
