equity
1000000.0
998732.206381858
1002813.0682191513
1005756.5699849359
1006098.8028850425
1009100.6765435829
1011281.3966882474
1013922.0747983585
1016618.5433759976
1019225.2788513257
1022758.0476983815
1026465.9006924124
1028309.1969419218
1032899.2656549504
1036253.8264900208
1036224.0473358346
1036442.6075460047
1038579.8817922191
1039957.3832911756
1044264.8595065697
1046903.2572344926
