equity
1000000.0
1000161.8787943337
998535.6016922187
998508.8473168822
999313.3932920608
999318.3791994571
999340.8252228857
998450.1615421931
999951.77108702
999470.5206498597
999982.4206642049
1002021.7294346314
1001743.0704869146
1003947.0395663688
1003711.1611694405
1002381.1647250581
1003887.1409067198
1006046.2701725424
1004556.8348077983
1006240.6769939264
1007361.0288408665
1007247.3516314062
1007636.1539923593
1006329.7102208347
