equity
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
800019.2730615851
800019.2730615851
800019.2730615851
800019.2730615851
800019.2730615851
800019.2730615851
800019.2730615851
800019.2730615851
640970.6328831326
640970.6328831326
640970.6328831326
640970.6328831326
640970.6328831326
640970.6328831326
640970.6328831326
640970.6328831326
640970.6328831326
640970.6328831326
640970.6328831326
640970.6328831326
640970.6328831326
640970.6328831326
640970.6328831326
513893.0013877837
513893.0013877837
513893.0013877837
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
411762.1733323709
329456.0092657835
329456.0092657835
329456.0092657835
329456.0092657835
329456.0092657835
329456.0092657835
329456.0092657835
329456.0092657835
329456.0092657835
264218.1789742938
264218.1789742938
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
212500.09789972485
171440.57916520903
171440.57916520903
171440.57916520903
171440.57916520903
171440.57916520903
171440.57916520903
171440.57916520903
171440.57916520903
171440.57916520903
171440.57916520903
171440.57916520903
171440.57916520903
138733.79338080532
138733.79338080532
138733.79338080532
138733.79338080532
112589.02581172144
112589.02581172144
112589.02581172144
112589.02581172144
112589.02581172144
112589.02581172144
112589.02581172144
112589.02581172144
112589.02581172144
112589.02581172144
112589.02581172144
112589.02581172144
112589.02581172144
90080.64553390043
90080.64553390043
90080.64553390043
90080.64553390043
90080.64553390043
90080.64553390043
90080.64553390043
72720.29819330921
72720.29819330921
72720.29819330921
59211.81658033681
59211.81658033681
48303.95780441768
48303.95780441768
48303.95780441768
48303.95780441768
48303.95780441768
48303.95780441768
48303.95780441768
48303.95780441768
48303.95780441768
48303.95780441768
48303.95780441768
48303.95780441768
48303.95780441768
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
39199.39217652
31695.74799622638
31695.74799622638
31695.74799622638
31695.74799622638
31695.74799622638
31695.74799622638
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
27110.721373784883
22151.014479496283
22151.014479496283
22151.014479496283
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
19154.846922710847
16938.308893332458
16938.308893332458
16938.308893332458
16938.308893332458
16938.308893332458
16938.308893332458
15115.551728913633
15115.551728913633
15115.551728913633
15115.551728913633
15115.551728913633
15115.551728913633
15115.551728913633
15115.551728913633
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
12736.11938491728
10906.216663272597
10906.216663272597
10906.216663272597
10906.216663272597
9238.010570888884
9238.010570888884
9238.010570888884
9238.010570888884
9238.010570888884
9238.010570888884
9238.010570888884
9238.010570888884
9238.010570888884
9238.010570888884
9238.010570888884
9238.010570888884
9238.010570888884
9238.010570888884
9238.010570888884
9238.010570888884
9238.010570888884
