sell_date,trade_count
2025-10-02,6
2025-10-03,7
2025-10-06,3
2025-10-07,2
2025-10-08,4
2025-10-09,6
2025-10-10,3
2025-10-13,4
2025-10-14,4
2025-10-15,8
2025-10-16,6
2025-10-17,4
2025-10-20,5
2025-10-21,3
2025-10-22,6
2025-10-23,8
2025-10-24,3
2025-10-27,6
2025-10-28,4
2025-10-29,5
2025-10-30,4
2025-10-31,5
