sell_date,trade_count
2025-12-02,27
2025-12-03,14
2025-12-04,18
2025-12-05,25
2025-12-08,17
2025-12-09,13
2025-12-10,19
2025-12-11,17
2025-12-12,16
2025-12-15,16
2025-12-16,20
2025-12-17,22
2025-12-18,15
2025-12-19,26
2025-12-22,15
2025-12-23,18
2025-12-24,16
2025-12-25,22
2025-12-26,18
2025-12-29,17
2025-12-30,18
2025-12-31,22
