sell_date,trade_count
2025-10-02,3
2025-10-03,3
2025-10-06,4
2025-10-07,4
2025-10-08,3
2025-10-09,5
2025-10-10,1
2025-10-13,8
2025-10-14,4
2025-10-15,6
2025-10-16,5
2025-10-17,10
2025-10-20,7
2025-10-21,3
2025-10-22,4
2025-10-23,5
2025-10-24,7
2025-10-27,5
2025-10-28,3
2025-10-29,6
2025-10-30,3
2025-10-31,5
