sell_date,trade_count
2025-09-02,4
2025-09-03,4
2025-09-04,2
2025-09-05,7
2025-09-08,5
2025-09-09,3
2025-09-10,2
2025-09-11,3
2025-09-12,4
2025-09-15,2
2025-09-16,5
2025-09-17,1
2025-09-19,2
2025-09-22,1
2025-09-23,1
2025-09-25,1
2025-09-26,1
