sell_date,trade_count
2025-09-02,6
2025-09-03,3
2025-09-04,2
2025-09-05,2
2025-09-08,5
2025-09-09,5
2025-09-10,1
2025-09-11,4
2025-09-12,3
2025-09-15,3
2025-09-16,9
2025-09-17,4
2025-09-18,2
2025-09-19,2
2025-09-22,1
2025-09-24,1
2025-09-25,3
2025-09-29,1
