sell_date,trade_count
2025-11-04,30
2025-11-05,11
2025-11-06,23
2025-11-07,15
2025-11-10,20
2025-11-11,15
2025-11-12,21
2025-11-13,15
2025-11-14,23
2025-11-17,20
2025-11-18,17
2025-11-19,21
2025-11-20,19
2025-11-21,17
2025-11-24,20
2025-11-25,12
2025-11-26,19
2025-11-27,14
2025-11-28,17
