sell_date,trade_count
2025-10-02,6
2025-10-03,7
2025-10-06,5
2025-10-07,6
2025-10-08,4
2025-10-09,2
2025-10-10,3
2025-10-13,4
2025-10-14,6
2025-10-15,5
2025-10-16,5
2025-10-17,5
2025-10-20,2
2025-10-21,4
2025-10-22,6
2025-10-23,5
2025-10-24,7
2025-10-27,2
2025-10-28,6
2025-10-29,3
2025-10-30,4
2025-10-31,7
